,pos_caption,neg_caption,pos_image_id,pos_subject,pos_verb,pos_object,neg_verb,pos_matched_tense,neg_matched_tense
7237,A girl is floating on the water.,a girl is swimming on the water.,3392,girl,float,water,swim,floating, swimming
7241,A woman walks on the beach.,a woman runs on the beach.,2080,woman,walk,beach,run,walks, runs
7242,A man walks on the road.,a man runs on the road.,3651,man,walk,road,run,walks, runs
7243,The woman is sitting on the dune.,the woman is walking on the dune.,782,woman,sit,dune,walk,sitting, walking
7244,A woman walks along the coast.,a woman stretches along the coast.,1212,woman,walk,coast,stretch,walks, stretches
7246,person stands on the room,person sits on the room,198,person,stand,room,sit,stands, sits
7250,A player serves a ball during a tennis game.,a player tosses a ball during a tennis game.,2817,player,serve,ball,toss,serves, tosses
7251,A player makes a catch during the game.,a player makes a take during the game.,2115,player,catch,game,take,catch, take
7258,A women walks across the road,a women crosses across the road,325,woman,walk,road,cross,walks, crosses
7262,Players are walking after a session.,players are jogging after a session.,1124,player,walk,session,jog,walking, jogging
7267,A child stands on the beach.,a child runs on the beach.,663,child,stand,beach,run,stands, runs
7271,People are in a play during a festival.,people are in a perform during a festival.,3510,person,play,festival,perform,play, perform
7274,The woman is stretching at the beach.,the woman is sitting at the beach.,3410,woman,stretch,beach,sit,stretching, sitting
7277,A person is entering the river for a swim.,a person is entering the river for a swim.,3583,person,swim,river,walk,No match,
7280,The man walks through the field.,the man stands through the field.,1167,man,walk,field,stand,walks, stands
7281,A man jogs on the beach.,a man sits on the beach.,573,man,jog,beach,sit,jogs, sits
7282,Players kneel during the game.,players stretch during the game.,2145,player,kneel,game,stretch,kneel, stretch
7285,Soccer player has to leave the game.,soccer player has to throw the game.,3869,player,leave,game,throw,leave, throw
7287,The basketball player is doing a ball push up.,the basketball player is doing a ball shoot up.,125,player,push,ball,shoot,push, shoot
7293,A woman lies on a sofa.,a woman sits on a sofa.,1733,woman,lie,sofa,sit,lies, sits
7294,The couple went for a jog along the beach.,the couple went for a jump along the beach.,572,couple,jog,beach,jump,jog, jump
7299,A player celebrates with other players.,a player goes with other players.,1845,player,celebrate,player,go,celebrates, goes
7304,A child sits on the beach with mom.,a child runs on the beach with mom.,889,child,sit,beach,run,sits, runs
7312,Player run with ball,player fight with ball,792,player,run,ball,fight,run, fight
7314,Man walking on a road.,man running on a road.,2718,man,walk,road,run,walking, running
7317,A man is standing on a wall.,a man is sitting on a wall.,442,man,stand,wall,sit,standing, sitting
7319,girl sits on couch,girl lies on couch,222,girl,sit,couch,lie,sits, lies
7320,Players run during their session.,players walk during their session.,4015,player,run,session,walk,run, walk
7321,A person gets ready to slide down a hill.,a person gets ready to hike down a hill.,4050,person,slide,hill,hike,slide, hike
7327,A person walks across the road.,a person passes across the road.,2051,person,walk,road,pass,walks, passes
7330,woman sit on the bed,woman lie on the bed,111,woman,sit,bed,lie,sit, lie
7332,A girl is sitting on a bench.,a girl is lying on a bench.,900,girl,sit,bench,lie,sitting, lying
7334,A soccer player holds the ball.,a soccer player stretches the ball.,2054,player,hold,ball,stretch,holds, stretches
7335,A person climbs up a hill.,a person hikes up a hill.,3195,person,climb,hill,hike,climbs, hikes
7337,A man stands atop a sand dune.,a man sits atop a sand dune.,2791,man,stand,dune,sit,stands, sits
7338,A LADY SITS IN THE BEACH.,a lady walks in the beach.,3739,lady,sit,beach,walk,sits, walks
7342,A woman is floating on the sea.,a woman is jumping on the sea.,2614,woman,float,sea,jump,floating, jumping
7346,woman jump on the sea,woman run on the sea,903,woman,jump,sea,run,jump, run
7347,A woman stands on a shore.,a woman sits on a shore.,218,woman,stand,shore,sit,stands, sits
7352,Players of a team gather to play.,players of a team gather to play.,1006,player,play,team,meet,No match,
7359,A person is in a play on a stage.,a person is in a appear on a stage.,948,person,play,stage,appear,play, appear
7361,The child runs on the beach,the child sits on the beach,555,child,run,beach,sit,runs, sits
7363,The person ran on the beach.,the person rested on the beach.,726,person,run,beach,rest,ran, rested
7366,A girl sits along the coast of a beach.,a girl walks along the coast of a beach.,880,girl,sit,beach,walk,sits, walks
7367,Horse gallop in a meadow.,horse run in a meadow.,4053,horse,gallop,meadow,run,gallop, run
7368,A man swims in a lake.,a man sits in a lake.,68,man,swim,lake,sit,swims, sits
7372,A man jumps across some rocks on a mountain.,a man walks across some rocks on a mountain.,682,man,jump,mountain,walk,jumps, walks
7373,father hold a child on his hand,father feed a child on his hand,2435,father,hold,child,feed,hold, feed
7375,A person stands on a pier.,a person walks on a pier.,1132,person,stand,pier,walk,stands, walks
7378,The couple went for a jog along the beach.,the couple went for a stroll along the beach.,572,couple,jog,beach,stroll,jog, stroll
7379,couple jump on the beach,couple run on the beach,3937,couple,jump,beach,run,jump, run
7382,A man runs on sand.,a man sits on sand.,637,man,run,sand,sit,runs, sits
7385,The woman walks on the beach.,the woman stands on the beach.,255,woman,walk,beach,stand,walks, stands
7390,A woman is floating on the water.,a woman is getting on the water.,2016,woman,float,water,get,floating, getting
7391,The man is standing by the lake.,the man is sitting by the lake.,1794,man,stand,lake,sit,standing, sitting
7393,A woman stands at the lake.,a woman sits at the lake.,1745,woman,stand,lake,sit,stands, sits
7395,Woman running around the sea.,woman walking around the sea.,3257,woman,run,sea,walk,running, walking
7399,A woman in a brown jacket walks by a tree during fall.,a woman in a brown jacket sits by a tree during fall.,375,woman,walk,tree,sit,walks, sits
7400,A woman is feeding a dog.,a woman is taking a dog.,4055,woman,feed,dog,take,feeding, taking
7406,A puppy is standing in the grass.,a puppy is sitting in the grass.,1704,puppy,stand,grass,sit,standing, sitting
7407,Women run in the sea.,women float in the sea.,390,woman,run,sea,float,run, float
7409,The puppy lies on the grass.,the puppy stands on the grass.,1116,puppy,lie,grass,stand,lies, stands
7419,I SEE THE PERSON IN A PHOTO WITH A BIG BELT,i bring the person in a photo with a big belt,3422,person,see,photo,bring,see, bring
7420,A person stands by a lake.,a person swims by a lake.,199,person,stand,lake,swim,stands, swims
7421,A child runs in a field.,a child stands in a field.,2281,child,run,field,stand,runs, stands
7422,A person carries another person over his shoulder.,a person fights another person over his shoulder.,1907,person,carry,person,fight,carries, fights
7424,A person is playing music.,a person is singing music.,2680,person,play,music,sing,playing, singing
7427,A man running in the forest.,a man walking in the forest.,107,man,run,forest,walk,running, walking
7428,PERSON IS MARCHING THE THE STREETS WITH FRIENDS,person is strolling the the streets with friends,4025,person,march,street,stroll,marching, strolling
7433,Woman running on the beach.,woman strolling on the beach.,1814,woman,run,beach,stroll,running, strolling
7438,A woman is lying on the sofa.,a woman is sitting on the sofa.,340,woman,lie,sofa,sit,lying, sitting
7441,A person catches a football pass.,a person hauls a football pass.,4060,person,catch,pass,haul,catches, hauls
7442,A girl lies on the beach.,a girl stands on the beach.,1440,girl,lie,beach,stand,lies, stands
7444,A person seeing his score in a video game,a person kicking his score in a video game,1827,person,see,game,kick,seeing, kicking
7446,A man sits by the lake.,a man walks by the lake.,2151,man,sit,lake,walk,sits, walks
7447,A person sits against a tree.,a person rests against a tree.,1141,person,sit,tree,rest,sits, rests
7449,woman runs on bridge,woman walks on bridge,1193,woman,run,bridge,walk,runs, walks
7453,A person is running around the sea.,a person is floating around the sea.,939,person,run,sea,float,running, floating
7454,An athlete celebrates with fans.,an athlete greets with fans.,3411,athlete,celebrate,fan,greet,celebrates, greets
7459,Book cover of a soccer player getting a goal,book cover of a soccer player kicking a goal,1629,player,get,goal,kick,getting, kicking
7466,the girl  look is very nice.,the girl look is very nice.,1911,woman,stand,park,walk,No match,
7469,The woman sits on the floor.,the woman lies on the floor.,314,woman,sit,floor,lie,sits, lies
7477,An animal sits in a meadow.,an animal runs in a meadow.,1620,animal,sit,meadow,run,sits, runs
7479,A person is going to hang from a tree.,a person is going to rest from a tree.,727,person,hang,tree,rest,hang, rest
7480,woman walks on seashore,woman stands on seashore,1014,woman,walk,seashore,stand,walks, stands
7482,A man scrolling through his phone while chilling on the floor.,a man scrolling through his phone while chilling on the floor.,828,man,sit,floor,lie,No match,
7485,A woman standing on the lake.,a woman walking on the lake.,2179,woman,stand,lake,walk,standing, walking
7486,A girl sits and waits.,a girl stands and waits.,3117,girl,sit,wall,stand,sits, stands
7496,A man sits in a room.,a man stands in a room.,497,man,sit,room,stand,sits, stands
7502,A girl walks in a field.,a girl runs in a field.,3947,girl,walk,field,run,walks, runs
7503,A girl sitting in grass.,a girl lying in grass.,931,girl,sit,grass,lie,sitting, lying
7504,Person serving a tennis ball,person passing a tennis ball,631,person,serve,ball,pass,serving, passing
7507,A woman running along the shore.,a woman standing along the shore.,1266,woman,run,shore,stand,running, standing
7508,The person did run the football,the person did play the football,3134,person,run,football,play,run, play
7509,A businessman walks down a beach.,a businessman stands down a beach.,25,businessman,walk,beach,stand,walks, stands
7510,A woman is walking in a meadow.,a woman is standing in a meadow.,257,woman,walk,meadow,stand,walking, standing
7513,One person runs and another plays football.,one person plays and another plays football.,1398,person,run,football,play,runs, plays
7518,The man runs on the path.,the man walks on the path.,3372,man,run,path,walk,runs, walks
7522,The player is balancing the ball.,the player is reaching the ball.,1471,player,balance,ball,reach,balancing, reaching
7527,A girls goes down the street.,a girls runs down the street.,3471,girl,go,street,run,goes, runs
7528,The man took the tennis ball.,the man hit the tennis ball.,1366,man,take,ball,hit,took, hit
7541,A girl lies on a bench.,a girl sits on a bench.,758,girl,lie,bench,sit,lies, sits
7542,A girl carries water.,a girl floats water.,4037,girl,carry,water,float,carries, floats
7546,The man sits by the shore.,the man walks by the shore.,504,man,sit,shore,walk,sits, walks
7549,A kitten sits in a pot on the grass.,a kitten lies in a pot on the grass.,2373,kitten,sit,grass,lie,sits, lies
7553,A hockey player makes a pass to the team.,a hockey player makes a meet to the team.,2107,player,pass,team,meet,pass, meet
7554,A girl crosses the road.,a girl hitchhikes the road.,78,girl,cross,road,hitchhike,crosses, hitchhikes
7555,A WOMAN RUNS IN THE HILL,a woman walks in the hill,1421,woman,run,hill,walk,runs, walks
